nuts-id	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 
PL21	4208.9 	4636.9 	4985.3 	5137.6 	5355.2 	5495.4 	5741.3 	5716.1 	5996.0 	6131.9 	6507.7 	7210.0 
PL22	5103.6 	5521.3 	5890.9 	6244.0 	6464.5 	6782.1 	7042.8 	7148.2 	7483.7 	7711.0 	8128.8 	9114.0 
PL31	3833.6 	4205.1 	4443.2 	4542.3 	4613.4 	4942.6 	5107.3 	5182.7 	5452.3 	5522.1 	5857.4 	6609.6 
PL32	3495.2 	3878.5 	4153.3 	4361.0 	4502.3 	4708.2 	4809.9 	4856.7 	5075.7 	5213.5 	5573.7 	6231.5 
PL33	3725.6 	4123.1 	4421.2 	4715.0 	4965.5 	5156.9 	5406.6 	5572.8 	5826.5 	5906.4 	6345.6 	7113.3 
PL34	3669.7 	4065.3 	4310.1 	4459.7 	4762.2 	5164.2 	5263.3 	5276.5 	5750.2 	5783.3 	6183.2 	6853.2 
PL41	4347.6 	4840.9 	5260.4 	5600.6 	6038.4 	6386.8 	6441.6 	6552.6 	7144.6 	7184.8 	7563.8 	8349.1 
PL42	4530.9 	4956.7 	5215.5 	5601.6 	6065.9 	6273.8 	6430.1 	6407.8 	6818.8 	6952.6 	7347.0 	8143.9 
PL43	4253.4 	4709.3 	4942.5 	5200.6 	5406.4 	5628.5 	5743.0 	5714.5 	6160.2 	6306.1 	6678.1 	7508.0 
PL51	4435.6 	4873.7 	5171.1 	5497.1 	6017.8 	6365.9 	6589.3 	6535.3 	6846.1 	7027.6 	7426.6 	8301.8 
PL52	3957.5 	4361.7 	4628.4 	4488.7 	4735.2 	4950.0 	5131.1 	5189.3 	5602.4 	5753.6 	6104.4 	6999.7 
PL61	4191.3 	4600.6 	4946.0 	5089.4 	5383.3 	5740.3 	5950.8 	5909.7 	6370.9 	6449.8 	6823.7 	7595.5 
PL62	3464.3 	3838.9 	4076.9 	4654.3 	4945.5 	5053.3 	5165.8 	5315.3 	5720.8 	5845.4 	6187.6 	6827.5 
PL63	4305.2 	4752.8 	5056.7 	5262.4 	5516.3 	5879.6 	6003.5 	5992.4 	6376.5 	6490.2 	6933.7 	7861.7 
PT11	6578.4 	6770.1 	6900.6 	7354.0 	7866.0 	8153.7 	8124.8 	8304.7 	8470.5 	8939.8 	9309.9 	9470.3 
PT15	8182.7 	8411.1 	8585.5 	9330.3 	10066.4 	10525.8 	10514.8 	10998.4 	10922.3 	11518.2 	12026.7 	12082.0 
PT16	6900.7 	6959.4 	7226.6 	7903.1 	8504.9 	8817.8 	8752.9 	9129.4 	9255.0 	9775.0 	10196.7 	10275.2 
PT17	8999.7 	9646.3 	10156.0 	10891.2 	11673.9 	12033.0 	12377.8 	12680.1 	12852.3 	13732.9 	14110.7 	14373.8 
PT18	7127.0 	7401.3 	7502.3 	7878.8 	8537.7 	8653.6 	9023.5 	9387.3 	9569.5 	9964.4 	10488.7 	10586.4 
PT20	6503.6 	6759.2 	7087.8 	7757.5 	8463.4 	9011.6 	9111.0 	9474.0 	9577.1 	10218.5 	10623.0 	10739.6 
PT30	6968.4 	7373.3 	7647.2 	8197.0 	8759.2 	9139.8 	9809.6 	10329.7 	10746.3 	11171.4 	11569.6 	11350.9 
RO11	: 	: 	2323.9 	2570.1 	2866.3 	3365.3 	3395.1 	3186.1 	3979.4 	3949.2 	4293.8 	5000.8 
RO12	: 	: 	2364.4 	2583.2 	2981.4 	3322.6 	3481.0 	3344.9 	3980.2 	3909.9 	4269.4 	5015.4 
RO21	: 	: 	1784.6 	2012.5 	2279.1 	2772.8 	2701.3 	2434.0 	3244.2 	3219.6 	3577.2 	4064.4 
RO22	: 	: 	2275.8 	2524.9 	2802.5 	3264.9 	3134.6 	2944.1 	3971.5 	3777.3 	4184.5 	4669.7 
RO31	: 	: 	2099.7 	2214.6 	2459.9 	3074.7 	2939.2 	2791.5 	3709.6 	3601.2 	3913.9 	4478.5 
RO32	: 	: 	3081.7 	2917.9 	4120.0 	4399.2 	5193.7 	5064.8 	5699.3 	6890.5 	7707.5 	9296.3 
RO41	: 	: 	2060.3 	2387.3 	2732.6 	3335.3 	2928.8 	2883.1 	3820.2 	3669.0 	4100.9 	4705.5 
RO42	: 	: 	2657.7 	2954.6 	3274.7 	3993.1 	3872.3 	3828.4 	4592.1 	4551.6 	5028.3 	5757.0 
SE11	10825.2	11240.1	11473.8	12167.2	13334.0	14268.6	14770.1	14822.9	15144.6	15517.2	16181.6	17070.7
SE12	9072.7	9188.2	9520.1	10072.2	11076.7	11537.7	12095.7	12140.0	12780.6	13064.3	13555.4	14471.0
SE21	8923.2	8891.7	9231.6	9723.3	10613.3	11099.4	11551.2	11928.7	12290.8	12586.1	13280.3	14305.4
SE22	9348.9	9477.8	9773.0	10258.2	11161.1	11698.1	12216.2	12442.4	12904.5	13164.9	13779.9	14618.3
SE23	9325.8	9453.9	9743.2	10316.5	11139.7	11675.1	12224.2	12615.2	12936.3	13200.3	13902.5	14800.3
SE31	8749.7	8821.2	9060.2	9582.8	10375.8	10705.6	11216.4	11585.7	12061.8	12357.4	12803.5	13621.7
SE32	9024.9	9161.1	9348.2	9967.3	10825.7	11258.8	11852.7	12020.3	12643.5	12972.7	13538.4	14521.9
SE33	8578.4	8683.7	8924.8	9388.2	10117.6	10517.8	11024.6	11213.4	11811.9	12068.3	12579.5	13818.7
SI01	: 	: 	: 	: 	8311.3 	8714.1 	9305.6 	9320.4 	9910.2 	10530.4 	11018.3 	11621.1 
SI02	: 	: 	: 	: 	9712.0 	10211.9 	10824.5 	10766.6 	11414.7 	12016.3 	12497.7 	13064.7 
SK01	5870.6 	6759.6 	7356.1 	7591.1 	8004.6 	8833.2 	9496.8 	9126.1 	9982.7 	11867.3 	12195.1 	13749.3 
SK02	4315.0 	4754.5 	5012.5 	4978.6 	5228.2 	5799.9 	6292.1 	6008.7 	6436.3 	7000.6 	7742.1 	8797.3 
SK03	4085.3 	4572.4 	4856.5 	4921.9 	5149.8 	5628.7 	5949.6 	5733.0 	5959.7 	6790.0 	7298.4 	8637.0 
SK04	4107.1 	4585.8 	4808.8 	4811.1 	4962.0 	5369.0 	5598.3 	5373.1 	5574.5 	6201.9 	6718.1 	7389.6 
UKC1	10203.9	10900.8	10886.2	11139.5	12221.4	13019.0	13185.2	13576.1	14129.7	14427.1	14786.7	14569.3
UKC2	10180.1	11047.8	11225.1	11401.0	12305.4	13238.6	13456.2	13902.1	14534.0	14733.6	15319.5	15141.4
UKD1	11126.2	11788.8	12184.0	12601.7	13172.6	14594.6	14769.0	15284.9	15809.2	16514.0	16884.6	16639.0
UKD2	11901.3	13078.7	13226.2	14003.1	14826.6	15434.2	16142.9	16879.8	17554.9	18100.1	18456.7	18149.4
UKD3	10588.0	11335.2	11513.1	11973.2	13324.2	13850.2	14056.4	14426.8	14893.1	15190.3	15551.3	15448.7
UKD4	10583.6	11314.4	11454.4	11666.2	12715.4	13627.4	13744.6	14110.3	14567.9	15050.5	15267.1	15126.0
UKD5	10532.9	11216.4	11451.6	11772.2	12786.6	13491.3	13812.1	14237.7	14730.1	15056.2	15371.9	15279.0
UKE1	10505.6	11040.5	11366.4	11854.5	12737.7	13380.6	13752.6	14402.9	14824.3	15202.7	15518.4	15366.9
UKE2	12750.6	13323.7	13837.0	14596.1	14806.6	15630.8	16133.7	16648.6	17029.2	18099.6	18957.2	18602.9
UKE3	10077.4	10716.8	11003.0	11290.8	12477.2	13384.8	13575.4	14120.3	14638.7	14885.2	15112.6	14971.4
UKE4	10696.0	11392.8	11672.1	11906.6	13141.4	13822.2	14057.4	14554.3	15005.4	15272.8	15329.5	15124.4
UKF1	10541.4	11117.8	11403.2	11811.3	12703.1	13708.3	14079.2	14805.6	15236.5	15570.3	15942.8	15738.8
UKF2	11428.4	12363.1	12389.7	12720.5	13707.2	14620.9	14932.3	15748.3	16207.4	16643.7	16950.3	16686.4
UKF3	11569.1	12027.9	12190.8	12463.7	13256.4	14026.0	14358.6	15065.1	15362.1	15991.5	16316.8	16059.3
UKG1	12144.4	12762.7	13253.4	13726.7	14495.9	15732.7	16082.7	16638.5	17332.5	18017.4	18552.0	18236.9
UKG2	11073.1	11647.8	12065.6	12474.9	13225.1	14178.5	14438.5	15074.0	15357.3	15812.8	16341.1	16168.9
UKG3	10136.8	10715.6	11050.9	11361.7	12494.5	13206.2	13417.6	13718.1	14063.8	14177.7	14346.6	14240.0
UKH1	11687.5	12446.5	12584.0	13031.5	14264.9	15385.8	15653.4	16161.2	16414.3	16974.4	17210.9	16892.9
UKH2	13578.4	14723.0	15027.8	15245.9	16946.7	18377.5	18864.5	19317.8	19457.2	19840.1	20453.7	20085.9
UKH3	12573.5	13769.9	14006.8	14539.9	15698.6	17104.4	17452.8	17949.5	18190.1	18558.1	18848.3	18482.2
UKI1	15221.1	16539.3	17006.4	18060.6	21114.0	21506.1	20884.7	21646.1	22602.0	23833.8	25331.7	24732.8
UKI2	13418.1	14458.1	14893.6	15316.3	16888.0	17970.3	17969.8	18718.8	19148.0	19716.2	20381.9	20020.4
UKJ1	13832.6	15413.8	15794.8	16086.9	17860.1	18904.1	19144.1	19582.1	19797.5	20278.2	21185.8	20714.0
UKJ2	13868.3	15598.9	16132.7	16635.6	17962.5	19422.6	19654.5	19964.5	20163.0	20886.3	21740.7	21227.7
UKJ3	12113.1	13289.8	13597.8	13977.0	15169.1	16421.4	16668.5	17039.8	17349.8	17552.7	18132.5	17752.0
UKJ4	11908.2	13108.1	13324.3	13723.2	14958.5	16288.0	16602.0	16811.4	17101.2	17455.4	17921.0	17558.2
UKK1	12187.2	13236.4	13497.1	13926.0	15143.9	16158.3	16406.5	16969.8	17269.1	17649.6	18219.0	17911.2
UKK2	11836.8	12864.2	13149.9	13661.3	14547.5	15759.5	15977.8	16622.6	17129.0	17637.6	18360.4	18048.8
UKK3	10608.5	11295.9	11494.2	11704.5	12485.7	13754.5	14099.5	14458.1	14799.2	15241.4	15774.1	15424.4
UKK4	11219.0	12053.2	12244.0	12515.2	13457.4	14444.8	14691.0	15228.7	15503.9	16034.9	16486.5	16145.9
UKL1	10256.0	10815.0	10921.0	11210.1	12082.0	13027.3	13371.7	13866.6	14361.7	14777.4	15043.9	14864.4
UKL2	10772.6	11259.0	11282.2	11749.9	13033.4	13935.1	14376.1	14804.2	15449.7	15894.1	16133.0	15868.8
UKM2	11653.0	12380.2	12654.4	12994.0	13832.9	14971.4	15371.2	15830.6	16489.3	17004.7	17377.1	17032.2
UKM3	10762.8	11437.2	11619.6	11892.3	13076.9	14014.0	14363.6	14696.2	15178.7	15604.9	16038.0	15879.6
UKM5	:	:	:	:	:	:	16307.9	16620.7	17272.6	18434.9	19310.4	19031.3
UKM6	:	:	:	:	:	:	13229.5	13611.6	14244.5	14942.0	15406.5	15105.6
UKN0	10084.3	10837.5	10992.5	11252.0	12241.4	12850.5	13310.4	13877.8	14259.9	15025.9	15430.5	15189.7
